,title,year,counts,longitude,latitude,distance,dist_arange,year_arange
4523,클럽보다만화,201702,1,126.92021849972427,37.55074489991765,0.4307091653198549,500m,2017
4524,클럽보다만화,201703,5,126.92021849972427,37.55074489991765,0.4307091653198549,500m,2017
4525,클럽보다만화,201704,3,126.92021849972427,37.55074489991765,0.4307091653198549,500m,2017
4526,클럽보다만화,201801,8,126.92021849972427,37.55074489991765,0.4307091653198549,500m,2018
4527,클럽보다만화,201802,1,126.92021849972427,37.55074489991765,0.4307091653198549,500m,2018
4528,클레,201402,1,126.91871619972427,37.561900299917625,1.2710824355402794,1500m,2014
4529,클로리스 홍대점,201203,3,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2012
4530,클로리스 홍대점,201204,2,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2012
4531,클로리스 홍대점,201301,5,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2013
4532,클로리스 홍대점,201302,7,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2013
4533,클로리스 홍대점,201303,3,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2013
4534,클로리스 홍대점,201304,4,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2013
4535,클로리스 홍대점,201401,1,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2014
4536,클로리스 홍대점,201402,3,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2014
4537,클로리스 홍대점,201403,3,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2014
4538,클로리스 홍대점,201404,2,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2014
4539,클로리스 홍대점,201501,2,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2015
4540,클로리스 홍대점,201502,5,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2015
4541,클로리스 홍대점,201503,4,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2015
4542,클로리스 홍대점,201504,3,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2015
4543,클로리스 홍대점,201601,3,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2016
4544,클로리스 홍대점,201602,2,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2016
4545,클로리스 홍대점,201604,1,126.92353952254764,37.55312828203005,0.21283510340686035,500m,2016
4546,클로리스쿠치나,201304,1,126.92404031410216,37.55309615862691,0.1865945776584925,500m,2013
4547,클링크,201801,1,126.9282471,37.554887,0.4664011903995222,500m,2018
4548,키세키 합정점,201401,1,126.9167907997243,37.54890239991767,0.7823469387332539,1000m,2014
4549,키세키 홍대본점,201301,1,126.9254281971588,37.555340863631905,0.41832467908505666,500m,2013
4550,키세키 홍대본점,201401,2,126.9254281971588,37.555340863631905,0.41832467908505666,500m,2014
4551,키쉬미뇽,201704,1,126.91623059999999,37.549101,0.8206500414342399,1000m,2017
4552,키쉬미뇽,201802,1,126.91623059999999,37.549101,0.8206500414342399,1000m,2018
4553,키스더티라미수,201601,1,126.9215135,37.5523039,0.31608185008436723,500m,2016
4554,키즈나,201304,1,126.92620279972428,37.55613679991764,0.5162606852165363,1000m,2013
4555,키체,201501,1,126.92233161750907,37.55378628439655,0.3377478651942392,500m,2015
4556,키프레시,201802,1,126.92208090000001,37.5490031,0.384473038793747,500m,2018
4557,타니아 홍대점,201604,1,126.92160941327721,37.55117276018383,0.3010535261434323,500m,2016
4558,타르타르 홍대서교점,201702,2,126.9285568,37.554922999999995,0.4868673238864525,500m,2017
4559,타르타르 홍대서교점,201703,5,126.9285568,37.554922999999995,0.4868673238864525,500m,2017
4560,타르타르 홍대서교점,201802,1,126.9285568,37.554922999999995,0.4868673238864525,500m,2018
4561,타르타르 홍대점,201604,1,126.91698769972427,37.54864759991766,0.7777314371234592,1000m,2016
4562,타르타르 홍대점,201703,2,126.91698769972427,37.54864759991766,0.7777314371234592,1000m,2017
4563,타르타르 홍대점,201704,1,126.91698769972427,37.54864759991766,0.7777314371234592,1000m,2017
4564,타르타르 홍대점,201802,1,126.91698769972427,37.54864759991766,0.7777314371234592,1000m,2018
4565,타르틴,201802,1,126.9211929,37.554194700000004,0.44202350369422205,500m,2018
4566,타르틴베이커리 한국 2호점,201802,1,126.92209051355137,37.55524465864657,0.4791965816791742,500m,2018
4567,타피오카팩토리,201204,1,126.9243323567012,37.556235064904605,0.5187845928187916,1000m,2012
4568,탐앤탐스 홍대파크점,201304,1,126.92146919972427,37.55092529991766,0.3185133417799693,500m,2013
4569,탐앤탐스 홍대파크점,201704,1,126.92146919972427,37.55092529991766,0.3185133417799693,500m,2017
4570,탐앤탐스커피 홍대점,201402,1,126.92148899972428,37.55484399991765,0.47481729316150284,500m,2014
4571,태화볼링장,201501,1,126.92520940795984,37.5532234903862,0.18257753147434205,500m,2015
4572,탭플레이 홍대점,201603,4,126.92033165225187,37.55224299777521,0.4167636715912381,500m,2016
4573,탭플레이 홍대점,201604,1,126.92033165225187,37.55224299777521,0.4167636715912381,500m,2016
4574,탭플레이 홍대점,201701,2,126.92033165225187,37.55224299777521,0.4167636715912381,500m,2017
4575,터틀힙,201802,22,126.92581489999999,37.5567715,0.5799523442347134,1000m,2018
4576,테오브로마,201204,1,126.92575964992778,37.55614894633374,0.510814646975327,1000m,2012
4577,테이블 15,201403,1,126.91516114637585,37.54949367454984,0.8979349619472083,1000m,2014
4578,테이블에이,201203,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2012
4579,테이블에이,201302,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2013
4580,테이블에이,201303,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2013
4581,테이블에이,201304,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2013
4582,테이블에이,201401,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2014
4583,테이블에이,201403,2,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2014
4584,테이블에이,201404,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2014
4585,테이블에이,201501,2,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2015
4586,테이블에이,201502,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2015
4587,테이블에이,201503,3,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2015
4588,테이블에이,201504,2,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2015
4589,테이블에이,201603,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2016
4590,테이블에이,201704,1,126.92943408731765,37.554046870343946,0.4791637699588654,500m,2017
4591,테이블에이 2호점,201401,1,126.93454842236385,37.554649578197015,0.9115056849225305,1000m,2014
4592,테이블에이 2호점,201502,1,126.93454842236385,37.554649578197015,0.9115056849225305,1000m,2015
4593,테이블에이 2호점,201504,1,126.93454842236385,37.554649578197015,0.9115056849225305,1000m,2015
4594,테이블에이 본점,201604,1,126.929445,37.554049,0.48009121637633423,500m,2016
4595,테이블에이 이화여대3호점,201401,1,126.94370301786932,37.55814140422889,1.8074887871322938,2000m,2014
4596,테이스트빈,201601,1,126.9229845628314,37.549686454149644,0.2748736837148651,500m,2016
4597,테일러커피,201204,1,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2012
4598,테일러커피,201301,1,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2013
4599,테일러커피,201303,1,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2013
4600,테일러커피,201402,1,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2014
4601,테일러커피,201404,1,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2014
4602,테일러커피,201501,6,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2015
4603,테일러커피,201502,6,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2015
4604,테일러커피,201503,3,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2015
4605,테일러커피,201504,6,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2015
4606,테일러커피,201601,8,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2016
4607,테일러커피,201602,4,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2016
4608,테일러커피,201603,3,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2016
4609,테일러커피,201604,1,126.927931478601,37.55690767001925,0.6454951915269902,1000m,2016
4610,테일러커피 1호점,201701,1,126.92805282281704,37.555844669164536,0.5449860769514682,1000m,2017
4611,테일러커피 2호점,201501,3,126.92556026118832,37.55592183075589,0.4836556921696667,500m,2015
